id,word,definition,audio
81,akásya,"[Sp] n. acacia, commonly known as wattles or acacias, is a genus in the subfamily Mimosoideae of the pea family Fabaceae; syn. batikulodyung, patikulodyung",
82,akbák,"v. -an 'to put something on a spit'; pa- 'to have something spitted'. d. ma- 'to be spitted'. n. a spit, made of bamboo, for barbecuing.",
83,akbúng,n. noise from explosion.pápakbúng 'a toy gun or bamboo piston device used to make fruit seeds shoot out-like a pop-gun; or a nail-and-tube device for exploding caps'.,https://aqpogjkniikzxfygnsmm.supabase.co/storage/v1/object/sign/pronouncation/A/ACBONG.mp3?token=eyJraWQiOiJzdG9yYWdlLXVybC1zaWduaW5nLWtleV9mN2JkZmNmZC1jMGZhLTQ3YWUtYTc0Ni02ZDBlZjEyMDUzOTIiLCJhbGciOiJIUzI1NiJ9.eyJ1cmwiOiJwcm9ub3VuY2F0aW9uL0EvQUNCT05HLm1wMyIsImlhdCI6MTc1NDgwNDAwNCwiZXhwIjoyMDcwMTY0MDA0fQ.Xksd4h9wLgFwX7hZQ9ckhhmHIl9ZiCTLAEnj-0jdj5U
84,ákit,"v. see c.f., -kit. ikit. n. pan-akit-an 'earnings'.",https://aqpogjkniikzxfygnsmm.supabase.co/storage/v1/object/sign/pronouncation/A/AQUIT.mp3?token=eyJraWQiOiJzdG9yYWdlLXVybC1zaWduaW5nLWtleV9mN2JkZmNmZC1jMGZhLTQ3YWUtYTc0Ni02ZDBlZjEyMDUzOTIiLCJhbGciOiJIUzI1NiJ9.eyJ1cmwiOiJwcm9ub3VuY2F0aW9uL0EvQVFVSVQubXAzIiwiaWF0IjoxNzU0ODA0MDQ0LCJleHAiOjIwNzAxNjQwNDR9.h9ADgO8TkfrLa56ikyf7y1B_ApjjnhbKuU-LtKsTg6w
85,aklak,n. deafness; cf.bingî,
86,aklát,"n. book (more commonly, libru). aklátan, silid aklátan 'library'; syn. Libru [Sp]",
87,akmúl,v. -an 'swallog something'; in- 'be swallowed'. n. akmulan 'throat'; cf. alduk,
88,aksayâ,[Sp] d. extravagant. see gástarul,
89,aksidénti,[Sp] v. manga-[distributive] have an accident. d. mayaksidenti 'be hurt in an accident'. n. accident. see disgráya,
90,áksing,var. ásting n. sneezing,
91,aktang,n. the sun's light on earth,
92,áku,"personal pron. 'Í. áku c.f., ngáku ' said...'.",https://aqpogjkniikzxfygnsmm.supabase.co/storage/v1/object/sign/pronouncation/A/ACO_1.mp3?token=eyJraWQiOiJzdG9yYWdlLXVybC1zaWduaW5nLWtleV9mN2JkZmNmZC1jMGZhLTQ3YWUtYTc0Ni02ZDBlZjEyMDUzOTIiLCJhbGciOiJIUzI1NiJ9.eyJ1cmwiOiJwcm9ub3VuY2F0aW9uL0EvQUNPXzEubXAzIiwiaWF0IjoxNzU0ODA0MDgzLCJleHAiOjIwNzAxNjQwODN9.tZinSxWMbGzi4gfsvCXTPa-RSz4GUmHHBiIpuR5_Jmg
93,akuâ,akwa v. to acquire,https://aqpogjkniikzxfygnsmm.supabase.co/storage/v1/object/sign/pronouncation/A/ACUA.mp3?token=eyJraWQiOiJzdG9yYWdlLXVybC1zaWduaW5nLWtleV9mN2JkZmNmZC1jMGZhLTQ3YWUtYTc0Ni02ZDBlZjEyMDUzOTIiLCJhbGciOiJIUzI1NiJ9.eyJ1cmwiOiJwcm9ub3VuY2F0aW9uL0EvQUNVQS5tcDMiLCJpYXQiOjE3NTQ4MDQwOTAsImV4cCI6MjA3MDE2NDA5MH0.PWECpwQW6xPlRjFsDYf3XSQZ72eDb3mEDx65srKekec
94,ákut,v. to bring something to another place,https://aqpogjkniikzxfygnsmm.supabase.co/storage/v1/object/sign/pronouncation/A/ACUT.mp3?token=eyJraWQiOiJzdG9yYWdlLXVybC1zaWduaW5nLWtleV9mN2JkZmNmZC1jMGZhLTQ3YWUtYTc0Ni02ZDBlZjEyMDUzOTIiLCJhbGciOiJIUzI1NiJ9.eyJ1cmwiOiJwcm9ub3VuY2F0aW9uL0EvQUNVVC5tcDMiLCJpYXQiOjE3NTQ4MDQwOTcsImV4cCI6MjA3MDE2NDA5N30.zS33Mi5xwzeT5CLmmGPnqRWRH3EuseGFT3Jc-vaI0TY
95,ala una kinsi,"var. ala una kwartu n. [Sp] 1:15, one fifteen",
96,ala una kwartu,"var. ala una kinsi n. [Sp] 1:15, one fifteen",
97,ala una,"var. pasadu ala una n. [Sp] 1:00, one o'clock",
98,alâ,"var. walâ (neg.) none. v. manga- 'lose things [distributive]'; áwalâ 'be lost unintentionally'; máwalâ 'be lost'; maki-qalaq; makî aláalâ go along in denying'; payalâ 'deny, denounce'.",https://aqpogjkniikzxfygnsmm.supabase.co/storage/v1/object/sign/pronouncation/A/ALA.mp3?token=eyJraWQiOiJzdG9yYWdlLXVybC1zaWduaW5nLWtleV9mN2JkZmNmZC1jMGZhLTQ3YWUtYTc0Ni02ZDBlZjEyMDUzOTIiLCJhbGciOiJIUzI1NiJ9.eyJ1cmwiOiJwcm9ub3VuY2F0aW9uL0EvQUxBLm1wMyIsImlhdCI6MTc1NDgwNDEwOCwiZXhwIjoyMDcwMTY0MTA4fQ.gUsspxG8RTTS8hl0UdHc7ZZZmaFMDhXEdNpOYYj-3rc
99,aladín,"(Sp, Eng) n. a kind of fuel-burning lamp. cf. paritan, sulu, sumbu",
100,alagad,n. disciple; cf. bataan 'follower',https://aqpogjkniikzxfygnsmm.supabase.co/storage/v1/object/sign/pronouncation/A/ALAGAD.mp3?token=eyJraWQiOiJzdG9yYWdlLXVybC1zaWduaW5nLWtleV9mN2JkZmNmZC1jMGZhLTQ3YWUtYTc0Ni02ZDBlZjEyMDUzOTIiLCJhbGciOiJIUzI1NiJ9.eyJ1cmwiOiJwcm9ub3VuY2F0aW9uL0EvQUxBR0FELm1wMyIsImlhdCI6MTc1NDgwNDExOSwiZXhwIjoyMDcwMTY0MTE5fQ.13F7ADDvpgUS_iX0EA2MCvbtM5VAYcA_yT6qTEriN0w
101,alaheru,var. alahero [Sp] n. jeweller; jewel-maker; syn. mag-alahas,
102,álak,"adj. wine, liquor; see tuba, pangasi",https://aqpogjkniikzxfygnsmm.supabase.co/storage/v1/object/sign/pronouncation/A/ALAC.mp3?token=eyJraWQiOiJzdG9yYWdlLXVybC1zaWduaW5nLWtleV9mN2JkZmNmZC1jMGZhLTQ3YWUtYTc0Ni02ZDBlZjEyMDUzOTIiLCJhbGciOiJIUzI1NiJ9.eyJ1cmwiOiJwcm9ub3VuY2F0aW9uL0EvQUxBQy5tcDMiLCJpYXQiOjE3NTQ4MDQxMjgsImV4cCI6MjA3MDE2NDEyOH0.qvuQNHa2IjhnL33dNPqIGzAz2sTK1kfaxyZwaMPC3mM
103,alákdan,lákdan n. scorpion.,https://aqpogjkniikzxfygnsmm.supabase.co/storage/v1/object/sign/pronouncation/A/ALACDAN.mp3?token=eyJraWQiOiJzdG9yYWdlLXVybC1zaWduaW5nLWtleV9mN2JkZmNmZC1jMGZhLTQ3YWUtYTc0Ni02ZDBlZjEyMDUzOTIiLCJhbGciOiJIUzI1NiJ9.eyJ1cmwiOiJwcm9ub3VuY2F0aW9uL0EvQUxBQ0RBTi5tcDMiLCJpYXQiOjE3NTQ4MDQxMzQsImV4cCI6MjA3MDE2NDEzNH0.0pH31EyEryrNSQpmIwtJkgG9V8So-lvsxy-bkLVhGZ0
104,alal,adj. destined for certain duty,https://aqpogjkniikzxfygnsmm.supabase.co/storage/v1/object/sign/pronouncation/A/ALAL.mp3?token=eyJraWQiOiJzdG9yYWdlLXVybC1zaWduaW5nLWtleV9mN2JkZmNmZC1jMGZhLTQ3YWUtYTc0Ni02ZDBlZjEyMDUzOTIiLCJhbGciOiJIUzI1NiJ9.eyJ1cmwiOiJwcm9ub3VuY2F0aW9uL0EvQUxBTC5tcDMiLCJpYXQiOjE3NTQ4MDQxNDEsImV4cCI6MjA3MDE2NDE0MX0.IdbNwgG8Xrp5bkuj-rGGiXqSnHJ0TQqdwuiaSkpLy_8
105,-alál-,"n. alálan 'election', pámanalál 'manner of electing'; pipagalalan 'polling place'. v. man-. mangayalal 'elect repeatedly'; ke:alál 'cause election'. d. mayalal 'be elected'.",https://aqpogjkniikzxfygnsmm.supabase.co/storage/v1/object/sign/pronouncation/A/ALAL.mp3?token=eyJraWQiOiJzdG9yYWdlLXVybC1zaWduaW5nLWtleV9mN2JkZmNmZC1jMGZhLTQ3YWUtYTc0Ni02ZDBlZjEyMDUzOTIiLCJhbGciOiJIUzI1NiJ9.eyJ1cmwiOiJwcm9ub3VuY2F0aW9uL0EvQUxBTC5tcDMiLCJpYXQiOjE3NTQ4MDQxNDEsImV4cCI6MjA3MDE2NDE0MX0.IdbNwgG8Xrp5bkuj-rGGiXqSnHJ0TQqdwuiaSkpLy_8
106,alála,"n. attention, remember; syn. ganaka",https://aqpogjkniikzxfygnsmm.supabase.co/storage/v1/object/sign/pronouncation/A/ALALA.mp3?token=eyJraWQiOiJzdG9yYWdlLXVybC1zaWduaW5nLWtleV9mN2JkZmNmZC1jMGZhLTQ3YWUtYTc0Ni02ZDBlZjEyMDUzOTIiLCJhbGciOiJIUzI1NiJ9.eyJ1cmwiOiJwcm9ub3VuY2F0aW9uL0EvQUxBTEEubXAzIiwiaWF0IjoxNzU0ODA0MTUxLCJleHAiOjIwNzAxNjQxNTF9.NDe7G5RKadhmSX8Bn7GYqqOmKA-mUwl1DrfVZP1v1rQ
107,alále,"alálay n. care. alalayan 'a prop, support'. v. alalayan 'support, maintain something'; magkalákalale 'beware of'. d. malale 'careful (e.g. speech)'; syn. antabe, kaingatan.",
108,alámbri,"n. wire. alámbring suksukan 'barbed wire'. d. mayalambri 'be caught on a wire'; see. tali, panali",
109,alangálang,"var. ngalangala n. palate, roof of mouth, see télabanwa. Cf. gulung-gulungan, akmulan",https://aqpogjkniikzxfygnsmm.supabase.co/storage/v1/object/sign/pronouncation/A/ALANGALANG.mp3?token=eyJraWQiOiJzdG9yYWdlLXVybC1zaWduaW5nLWtleV9mN2JkZmNmZC1jMGZhLTQ3YWUtYTc0Ni02ZDBlZjEyMDUzOTIiLCJhbGciOiJIUzI1NiJ9.eyJ1cmwiOiJwcm9ub3VuY2F0aW9uL0EvQUxBTkdBTEFORy5tcDMiLCJpYXQiOjE3NTQ4MDQxNjEsImV4cCI6MjA3MDE2NDE2MX0.xWdp5R6w0_ejJ-QOU7FBOf59ierLZFQojuWHovsPtfI
110,alangan,adj. not worthy,https://aqpogjkniikzxfygnsmm.supabase.co/storage/v1/object/sign/pronouncation/A/ALANGAN.mp3?token=eyJraWQiOiJzdG9yYWdlLXVybC1zaWduaW5nLWtleV9mN2JkZmNmZC1jMGZhLTQ3YWUtYTc0Ni02ZDBlZjEyMDUzOTIiLCJhbGciOiJIUzI1NiJ9.eyJ1cmwiOiJwcm9ub3VuY2F0aW9uL0EvQUxBTkdBTi5tcDMiLCJpYXQiOjE3NTQ4MDQxNjgsImV4cCI6MjA3MDE2NDE2OH0.4u7afaZwlAmV9xG-Z3uDu8RvHijKdu1b6mjWJU8F4QE
111,alas,"1. in combination with numbers, as alas singko 'five o'clock'. 2. bungang alás 'heat-rash'. 3. alás 'ace (in card-playing)'.",https://aqpogjkniikzxfygnsmm.supabase.co/storage/v1/object/sign/pronouncation/A/ALAS_1.mp3?token=eyJraWQiOiJzdG9yYWdlLXVybC1zaWduaW5nLWtleV9mN2JkZmNmZC1jMGZhLTQ3YWUtYTc0Ni02ZDBlZjEyMDUzOTIiLCJhbGciOiJIUzI1NiJ9.eyJ1cmwiOiJwcm9ub3VuY2F0aW9uL0EvQUxBU18xLm1wMyIsImlhdCI6MTc1NDgwNDIwNCwiZXhwIjoyMDcwMTY0MjA0fQ.Zq3w7T-px_ERUouGUg9rGF_We7BK-NpKoZGUAoO3ZP0
112,Alas Dies,"[Sp] n. Portulaca grandiflora, ornamental flowering plants with bright pink flowers that open before noon, and wither quickly.",
113,alas dosing pakitangan,"var. kapitangan/kapitngan béngi n. 12:00 mn - twelve midnight, midnight",
114,alas dosing kaugtuan,"var. kaugtuan yang aldo, ugtu yang aldo, ugtung aldo, alas dosi, n. 12:00 nn, twelve noon, high noon",
115,-álat,"d. málat 'salty', dayat-malat 'ocean'.",https://aqpogjkniikzxfygnsmm.supabase.co/storage/v1/object/sign/pronouncation/A/ALAT_2.mp3?token=eyJraWQiOiJzdG9yYWdlLXVybC1zaWduaW5nLWtleV9mN2JkZmNmZC1jMGZhLTQ3YWUtYTc0Ni02ZDBlZjEyMDUzOTIiLCJhbGciOiJIUzI1NiJ9.eyJ1cmwiOiJwcm9ub3VuY2F0aW9uL0EvQUxBVF8yLm1wMyIsImlhdCI6MTc1NDgwNDI4OSwiZXhwIjoyMDcwMTY0Mjg5fQ.UjdENQTXk7Zsgq6zwT9Jh9qE9GfynerybbeqYeO0OFc
116,alat,n. salty taste,https://aqpogjkniikzxfygnsmm.supabase.co/storage/v1/object/sign/pronouncation/A/ALAS_1.mp3?token=eyJraWQiOiJzdG9yYWdlLXVybC1zaWduaW5nLWtleV9mN2JkZmNmZC1jMGZhLTQ3YWUtYTc0Ni02ZDBlZjEyMDUzOTIiLCJhbGciOiJIUzI1NiJ9.eyJ1cmwiOiJwcm9ub3VuY2F0aW9uL0EvQUxBU18xLm1wMyIsImlhdCI6MTc1NDgwNDM1MSwiZXhwIjoyMDcwMTY0MzUxfQ.l0fa2UoB06Yott2YtEddjP36mEkeOstCzaRYlfcpyUU
117,alatâ,"var. alatádu v./st. 'notice, mind, be angry'.",
118,alauli,"n. whirlpool; cf. alisus, ipu-ipu, butung uran",https://aqpogjkniikzxfygnsmm.supabase.co/storage/v1/object/sign/pronouncation/A/ALAULI.mp3?token=eyJraWQiOiJzdG9yYWdlLXVybC1zaWduaW5nLWtleV9mN2JkZmNmZC1jMGZhLTQ3YWUtYTc0Ni02ZDBlZjEyMDUzOTIiLCJhbGciOiJIUzI1NiJ9.eyJ1cmwiOiJwcm9ub3VuY2F0aW9uL0EvQUxBVUxJLm1wMyIsImlhdCI6MTc1NDgwNDM4MiwiZXhwIjoyMDcwMTY0MzgyfQ.b5BtSht_KC1eUThkw0MBXJKh9X3mhJH9zzr-od12pRQ
119,aláya,"n. dawn, east; archaic from Arayat",https://aqpogjkniikzxfygnsmm.supabase.co/storage/v1/object/sign/pronouncation/A/ALAYA.mp3?token=eyJraWQiOiJzdG9yYWdlLXVybC1zaWduaW5nLWtleV9mN2JkZmNmZC1jMGZhLTQ3YWUtYTc0Ni02ZDBlZjEyMDUzOTIiLCJhbGciOiJIUzI1NiJ9.eyJ1cmwiOiJwcm9ub3VuY2F0aW9uL0EvQUxBWUEubXAzIiwiaWF0IjoxNzU0ODA0Mzg4LCJleHAiOjIwNzAxNjQzODh9.KBGoJaj4u5eJaRf9-o4T8gfSXkKH8lexnOGe8NsX3fM
120,Alaya,"n. old name of Mt. Arayat, 'eastern mountain'. Paralaya, 'towards Mt. Arayat'. cf. Paroba, padawa",https://aqpogjkniikzxfygnsmm.supabase.co/storage/v1/object/sign/pronouncation/A/ALAYA.mp3?token=eyJraWQiOiJzdG9yYWdlLXVybC1zaWduaW5nLWtleV9mN2JkZmNmZC1jMGZhLTQ3YWUtYTc0Ni02ZDBlZjEyMDUzOTIiLCJhbGciOiJIUzI1NiJ9.eyJ1cmwiOiJwcm9ub3VuY2F0aW9uL0EvQUxBWUEubXAzIiwiaWF0IjoxNzU0ODA0Mzg4LCJleHAiOjIwNzAxNjQzODh9.KBGoJaj4u5eJaRf9-o4T8gfSXkKH8lexnOGe8NsX3fM
121,albé,v. man-albe 'watch'. albe-n 'watch something'; ayalbe.,
122,álbung,"n. flood. maki-álbug. v. mangayalbugan 'be flooded regularly'. payalbug, payalbugan, ka-albug. cf. alug, alugan",
123,albugán,"n. west, place where the sun sets. (St.) miyalbug-an 'be caught by nightfall'. n. flood prone area.",
124,albúl,n. a drying device for fishnets. cf. sablayan,
125,albuláryu,"var. arbularyu [Sp] n. folk doctor. see (h) ílut, manilut, manawas",
126,alburutu,"var. alburotu [Sp] n., v. noise, make noise.",
127,aldawan,"var. balang aldo n. daily, everyday",
128,aldo aldo,"adv.everyday, daily",
129,aldo,"n. 1 sun; 2 day. ganing-aldo 'pre-dawn morning', kayaldawanan 'birthday anniversary.' d. aldo-aldo 'daily'. kaleldo 'dry season'. cf. bengi",https://aqpogjkniikzxfygnsmm.supabase.co/storage/v1/object/sign/pronouncation/A/ALDAO.mp3?token=eyJraWQiOiJzdG9yYWdlLXVybC1zaWduaW5nLWtleV9mN2JkZmNmZC1jMGZhLTQ3YWUtYTc0Ni02ZDBlZjEyMDUzOTIiLCJhbGciOiJIUzI1NiJ9.eyJ1cmwiOiJwcm9ub3VuY2F0aW9uL0EvQUxEQU8ubXAzIiwiaWF0IjoxNzU0ODA0NDAxLCJleHAiOjIwNzAxNjQ0MDF9.-2aSCG9L29AiupYHqd2McmLQ4xCPqI0XFKi7Vh9oHh0
130,aldo kebaytan,"var. aldo pangabait, kayaldawanan kebayten n. birthday; syn. [Eng] bertdey",
131,Aldo ning Amanung Siswan,(var. Sisuan) n. Kapampanguan Language Day,
132,Aldo ning Kapampangan,n. Pampanga Day,
133,aldo pangabait,"var. aldo kebaytan, kayaldawan kebaytan n. birthday; syn. [Eng] bertdey",
134,aldo Sabadu-Duminggu,n. weekend,
135,aldo simpli,n. weekdays,
136,aldoadlo,var. aldo aldo adv. everday,
137,álduk,v. -an 'drink something'; in- 'be swallowed'. see ukuk,https://aqpogjkniikzxfygnsmm.supabase.co/storage/v1/object/sign/pronouncation/A/ALDUC.mp3?token=eyJraWQiOiJzdG9yYWdlLXVybC1zaWduaW5nLWtleV9mN2JkZmNmZC1jMGZhLTQ3YWUtYTc0Ni02ZDBlZjEyMDUzOTIiLCJhbGciOiJIUzI1NiJ9.eyJ1cmwiOiJwcm9ub3VuY2F0aW9uL0EvQUxEVUMubXAzIiwiaWF0IjoxNzU0ODA0NDE0LCJleHAiOjIwNzAxNjQ0MTR9.cQESHyeXsUYqCy5uHgKov3WCWX1Rmok3P2AExbCHHtA
138,ale,"jaleya n. [Sp] native jam, a local dessert made from boiled and mashed purple yam (Dioscorea alata, locally known as ubi)",
139,alî,var. é neg. not. v. payalî; payalyan 'deny'. cf. wa,https://aqpogjkniikzxfygnsmm.supabase.co/storage/v1/object/sign/pronouncation/A/ALI.mp3?token=eyJraWQiOiJzdG9yYWdlLXVybC1zaWduaW5nLWtleV9mN2JkZmNmZC1jMGZhLTQ3YWUtYTc0Ni02ZDBlZjEyMDUzOTIiLCJhbGciOiJIUzI1NiJ9.eyJ1cmwiOiJwcm9ub3VuY2F0aW9uL0EvQUxJLm1wMyIsImlhdCI6MTc1NDgwNDQyNCwiZXhwIjoyMDcwMTY0NDI0fQ.7AeMdMo7uTAMx0u0CBbO0bu1vosInkR6nDCnVDUwoXs
140,alibub,n. ardent fever,https://aqpogjkniikzxfygnsmm.supabase.co/storage/v1/object/sign/pronouncation/A/ALIBUB.mp3?token=eyJraWQiOiJzdG9yYWdlLXVybC1zaWduaW5nLWtleV9mN2JkZmNmZC1jMGZhLTQ3YWUtYTc0Ni02ZDBlZjEyMDUzOTIiLCJhbGciOiJIUzI1NiJ9.eyJ1cmwiOiJwcm9ub3VuY2F0aW9uL0EvQUxJQlVCLm1wMyIsImlhdCI6MTc1NDgwNDQzOCwiZXhwIjoyMDcwMTY0NDM4fQ.i4xNNLdLZ_sNzyeNDZA9uwiFxKP7_SVjGM1CJ0o50uc
141,alikabuk,n. dust; syn. alipugpug. d. mayalikabuk 'dusty'; mi:alikabukán 'covered with dust'; makaya-likabuk [St.] 'dusty'. v. mán-alikabuk 'raising dust'; syn. alipugpug,
142,alíli-,"v. alilán 'change something', man-alili 'changing [intrans.]. n. kálili/kayalili 'successor'. alimásag n. spotted crab. cf. palit, libe",https://aqpogjkniikzxfygnsmm.supabase.co/storage/v1/object/sign/pronouncation/A/ALILI.mp3?token=eyJraWQiOiJzdG9yYWdlLXVybC1zaWduaW5nLWtleV9mN2JkZmNmZC1jMGZhLTQ3YWUtYTc0Ni02ZDBlZjEyMDUzOTIiLCJhbGciOiJIUzI1NiJ9.eyJ1cmwiOiJwcm9ub3VuY2F0aW9uL0EvQUxJTEkubXAzIiwiaWF0IjoxNzU0ODA0NDQ2LCJleHAiOjIwNzAxNjQ0NDZ9.ym7kv8z1PZXcSa00sN1dgkt8lkMBpZ_zhGQGfguzGuI
143,alimasag,"n. a species of crustacean, Prtunus pelagicus L.; see talangka",https://aqpogjkniikzxfygnsmm.supabase.co/storage/v1/object/sign/pronouncation/A/ALIMASAG.mp3?token=eyJraWQiOiJzdG9yYWdlLXVybC1zaWduaW5nLWtleV9mN2JkZmNmZC1jMGZhLTQ3YWUtYTc0Ni02ZDBlZjEyMDUzOTIiLCJhbGciOiJIUzI1NiJ9.eyJ1cmwiOiJwcm9ub3VuY2F0aW9uL0EvQUxJTUFTQUcubXAzIiwiaWF0IjoxNzU0ODA0NDUyLCJleHAiOjIwNzAxNjQ0NTJ9.lBUEmtUsgcr0UyfyZ9NwaLO0MQ_9mWtDT2A8_rOoCmU
144,alimbáwâ,n. example. pámanalimbawâ 'giving of examples'; pipagalimbawan 'thing used for an example'; pekayalimbawâ 'the best example'; papayalimbawâ 'make into an example'; pakí alimbawâ.,https://aqpogjkniikzxfygnsmm.supabase.co/storage/v1/object/sign/pronouncation/A/ALIMBAUA.mp3?token=eyJraWQiOiJzdG9yYWdlLXVybC1zaWduaW5nLWtleV9mN2JkZmNmZC1jMGZhLTQ3YWUtYTc0Ni02ZDBlZjEyMDUzOTIiLCJhbGciOiJIUzI1NiJ9.eyJ1cmwiOiJwcm9ub3VuY2F0aW9uL0EvQUxJTUJBVUEubXAzIiwiaWF0IjoxNzU0ODA0NDYwLCJleHAiOjIwNzAxNjQ0NjB9.MnO4UCripPSWAGZQT2baXhQrfTH5-3TRJGBuwIr_Hik
145,alimbúbu,n. noise of demonstraters,https://aqpogjkniikzxfygnsmm.supabase.co/storage/v1/object/sign/pronouncation/A/ALIMBUBU.mp3?token=eyJraWQiOiJzdG9yYWdlLXVybC1zaWduaW5nLWtleV9mN2JkZmNmZC1jMGZhLTQ3YWUtYTc0Ni02ZDBlZjEyMDUzOTIiLCJhbGciOiJIUzI1NiJ9.eyJ1cmwiOiJwcm9ub3VuY2F0aW9uL0EvQUxJTUJVQlUubXAzIiwiaWF0IjoxNzU0ODA0NDY3LCJleHAiOjIwNzAxNjQ0Njd9.RKiNc7tWDQgWtLn5GcSgEb5DQeAzZDNYnQnwknYNwGY
146,alimpungátan,n. sleepwalking,https://aqpogjkniikzxfygnsmm.supabase.co/storage/v1/object/sign/pronouncation/A/ALIMPUNGATAN.mp3?token=eyJraWQiOiJzdG9yYWdlLXVybC1zaWduaW5nLWtleV9mN2JkZmNmZC1jMGZhLTQ3YWUtYTc0Ni02ZDBlZjEyMDUzOTIiLCJhbGciOiJIUzI1NiJ9.eyJ1cmwiOiJwcm9ub3VuY2F0aW9uL0EvQUxJTVBVTkdBVEFOLm1wMyIsImlhdCI6MTc1NDgwNDQ4MCwiZXhwIjoyMDcwMTY0NDgwfQ.o4CLuLug7_sJGa9ogw6gAqLp91LDvPHBsp4fsV40heE
147,alimpúyû,n. mole. pekayalimpuyú 'imitation mole'. v. man-alimpuyuq 'put on a fake mole'. d. alimpuyuwan 'full of moles'. v mámalimpuyû 'tornado-like strong winds',https://aqpogjkniikzxfygnsmm.supabase.co/storage/v1/object/sign/pronouncation/A/ALIMPUYU.mp3?token=eyJraWQiOiJzdG9yYWdlLXVybC1zaWduaW5nLWtleV9mN2JkZmNmZC1jMGZhLTQ3YWUtYTc0Ni02ZDBlZjEyMDUzOTIiLCJhbGciOiJIUzI1NiJ9.eyJ1cmwiOiJwcm9ub3VuY2F0aW9uL0EvQUxJTVBVWVUubXAzIiwiaWF0IjoxNzU0ODA0NDg2LCJleHAiOjIwNzAxNjQ0ODZ9.Hg7Z-w4zs1xIEScPhSUyoK4P9Bia4DrBuQkfGBaVij8
148,alingóngó,n. noise of a crowd,
149,alinó,n. shadow,
150,alípan,n. slave; see ípus,https://aqpogjkniikzxfygnsmm.supabase.co/storage/v1/object/sign/pronouncation/A/ALIPAN.mp3?token=eyJraWQiOiJzdG9yYWdlLXVybC1zaWduaW5nLWtleV9mN2JkZmNmZC1jMGZhLTQ3YWUtYTc0Ni02ZDBlZjEyMDUzOTIiLCJhbGciOiJIUzI1NiJ9.eyJ1cmwiOiJwcm9ub3VuY2F0aW9uL0EvQUxJUEFOLm1wMyIsImlhdCI6MTc1NDg0MzQwMCwiZXhwIjoyMTMzMjc1NDAwfQ.aL9cI1ymyNRy5AW0yqjH9aw4IJwGFeEdIUcevMCjAvQ
151,alípis,. thin slices,https://aqpogjkniikzxfygnsmm.supabase.co/storage/v1/object/sign/pronouncation/A/ALIPIS.mp3?token=eyJraWQiOiJzdG9yYWdlLXVybC1zaWduaW5nLWtleV9mN2JkZmNmZC1jMGZhLTQ3YWUtYTc0Ni02ZDBlZjEyMDUzOTIiLCJhbGciOiJIUzI1NiJ9.eyJ1cmwiOiJwcm9ub3VuY2F0aW9uL0EvQUxJUElTLm1wMyIsImlhdCI6MTc1NDgwNDUwNiwiZXhwIjoyMDcwMTY0NTA2fQ.FFfBDG1SvJc-hfIABT4tAth5sy7PUQ8QZJbv5lB6PrI
152,alípit,v. to torment,https://aqpogjkniikzxfygnsmm.supabase.co/storage/v1/object/sign/pronouncation/A/ALIPIT.mp3?token=eyJraWQiOiJzdG9yYWdlLXVybC1zaWduaW5nLWtleV9mN2JkZmNmZC1jMGZhLTQ3YWUtYTc0Ni02ZDBlZjEyMDUzOTIiLCJhbGciOiJIUzI1NiJ9.eyJ1cmwiOiJwcm9ub3VuY2F0aW9uL0EvQUxJUElULm1wMyIsImlhdCI6MTc1NDgwNDUxMywiZXhwIjoyMDcwMTY0NTEzfQ.-pMvcoR796B4YVCKDVvKRlvL1nKE3RYOB5EFxIba0uc
153,alipugpug,n. dust; syn. alikabuk. d. mayalipugpug 'dusty'; miyakalipugpugan 'covered with dust'; makayalipugpug [St.] 'dusty'. v. máan-alipugpug 'raising dust'; syn. alikabuk,https://aqpogjkniikzxfygnsmm.supabase.co/storage/v1/object/sign/pronouncation/A/ALIPUGPUG.mp3?token=eyJraWQiOiJzdG9yYWdlLXVybC1zaWduaW5nLWtleV9mN2JkZmNmZC1jMGZhLTQ3YWUtYTc0Ni02ZDBlZjEyMDUzOTIiLCJhbGciOiJIUzI1NiJ9.eyJ1cmwiOiJwcm9ub3VuY2F0aW9uL0EvQUxJUFVHUFVHLm1wMyIsImlhdCI6MTc1NDgwNDUyMiwiZXhwIjoyMDcwMTY0NTIyfQ.qfGjBcHYKRfPRFzowQQ5cEeU6aMVdMSeEasYJ5SkLFA
154,alipungâ,n. athletes' foot. d. mayalipungâ 'suffering from athletes' foot; makayalipungâ ' conductive to a.f.',
155,alipup,v. to feel warmth in the body,https://aqpogjkniikzxfygnsmm.supabase.co/storage/v1/object/sign/pronouncation/A/ALIPUP.mp3?token=eyJraWQiOiJzdG9yYWdlLXVybC1zaWduaW5nLWtleV9mN2JkZmNmZC1jMGZhLTQ3YWUtYTc0Ni02ZDBlZjEyMDUzOTIiLCJhbGciOiJIUzI1NiJ9.eyJ1cmwiOiJwcm9ub3VuY2F0aW9uL0EvQUxJUFVQLm1wMyIsImlhdCI6MTc1NDgwNDUzOSwiZXhwIjoyMDcwMTY0NTM5fQ.FrIHnJa750ScqU8trRY-s2yI0g8TvcvNSjp0q9y5pio
156,alistu,"n. a person who acts skillfully, lively. pangayalistu 'acting skilfully'. d. kayalistuwan; kasingalistu; pekayalistu; syn. alertu",
